chr1	500000	0.009292
chr1	1000000	0.0383
chr1	1500000	0.036892
chr1	2000000	0.03268
chr1	2500000	0.026378
chr1	3000000	0.028068
chr1	3500000	0.0294
chr1	4000000	0.012886
chr1	4500000	0.013108
chr1	5000000	0.011276
chr1	5500000	0.011622
chr1	6000000	0.021172
chr1	6500000	0.027172
chr1	7000000	0.015148
chr1	7500000	0.015902
chr1	8000000	0.015952
chr1	8500000	0.01488
chr1	9000000	0.01661
chr1	9500000	0.021574
chr1	10000000	0.018348
chr1	10500000	0.018096
chr1	11000000	0.019802
chr1	11500000	0.016824
chr1	12000000	0.020192
chr1	12500000	0.013592
chr1	13000000	0.008326
chr1	13500000	0.009682
chr1	14000000	0.014872
chr1	14500000	0.008848
chr1	15000000	0.013018
chr1	15500000	0.01749
chr1	16000000	0.018526
chr1	16500000	0.01863
chr1	17000000	0.016458
chr1	17500000	0.016708
chr1	18000000	0.016332
chr1	18500000	0.012262
chr1	19000000	0.015388
chr1	19500000	0.015714
chr1	20000000	0.014784
chr1	20500000	0.011494
chr1	21000000	0.01591
chr1	21500000	0.013564
chr1	22000000	0.018606
chr1	22500000	0.015796
chr1	23000000	0.015098
chr1	23500000	0.01333
chr1	24000000	0.01703
chr1	24500000	0.014692
chr1	25000000	0.015258
chr1	25500000	0.015494
chr1	26000000	0.015782
chr1	26500000	0.016326
chr1	27000000	0.017158
chr1	27500000	0.017862
chr1	28000000	0.016774
chr1	28500000	0.014624
chr1	29000000	0.018432
chr1	29500000	0.014296
chr1	30000000	0.007036
chr1	30500000	0.01016
chr1	31000000	0.01099
chr1	31500000	0.01466
chr1	32000000	0.014232
chr1	32500000	0.015676
chr1	33000000	0.017024
chr1	33500000	0.014896
chr1	34000000	0.011198
chr1	34500000	0.009208
chr1	35000000	0.00826
chr1	35500000	0.013258
chr1	36000000	0.011428
chr1	36500000	0.014872
chr1	37000000	0.014
chr1	37500000	0.010454
chr1	38000000	0.013934
chr1	38500000	0.014624
chr1	39000000	0.00915
chr1	39500000	0.014296
chr1	40000000	0.014646
chr1	40500000	0.013546
chr1	41000000	0.012466
chr1	41500000	0.011758
chr1	42000000	0.012978
chr1	42500000	0.008492
chr1	43000000	0.010672
chr1	43500000	0.01266
chr1	44000000	0.015278
chr1	44500000	0.012834
chr1	45000000	0.014212
chr1	45500000	0.012086
chr1	46000000	0.014056
chr1	46500000	0.011262
chr1	47000000	0.013704
chr1	47500000	0.008046
chr1	48000000	0.013352
chr1	48500000	0.008992
chr1	49000000	0.007534
chr1	49500000	0.005128
chr1	50000000	0.005096
chr1	50500000	0.00615
chr1	51000000	0.009362
chr1	51500000	0.009196
chr1	52000000	0.009714
chr1	52500000	0.01073
chr1	53000000	0.012592
chr1	53500000	0.013622
chr1	54000000	0.014548
chr1	54500000	0.012852
chr1	55000000	0.015196
chr1	55500000	0.01144
chr1	56000000	0.0063
chr1	56500000	0.005594
chr1	57000000	0.007904
