chr1	3000000	0.002945
chr1	3200000	0.005525
chr1	3400000	0.004285
chr1	3600000	0.00534
chr1	3800000	0.00465
chr1	4000000	0.00514
chr1	4200000	0.004385
chr1	4400000	0.00689
chr1	4600000	0.00763
chr1	4800000	0.00858
chr1	5000000	0.00775
chr1	5200000	0.00625
chr1	5400000	0.005145
chr1	5600000	0.00481
chr1	5800000	0.00531
chr1	6000000	0.005475
chr1	6200000	0.007065
chr1	6400000	0.007055
chr1	6600000	0.005205
chr1	6800000	0.004645
chr1	7000000	0.0059
chr1	7200000	0.006805
chr1	7400000	0.00706
chr1	7600000	0.004995
chr1	7800000	0.005735
chr1	8000000	0.006865
chr1	8200000	0.00672
chr1	8400000	0.004095
chr1	8600000	0.005395
chr1	8800000	0.00509
chr1	9000000	0.004735
chr1	9200000	0.00558
chr1	9400000	0.004595
chr1	9600000	0.00712
chr1	9800000	0.009955
chr1	10000000	0.00977
chr1	10200000	0.00719
chr1	10400000	0.00556
chr1	10600000	0.004615
chr1	10800000	0.006435
chr1	11000000	0.006165
chr1	11200000	0.005575
chr1	11400000	0.005565
chr1	11600000	0.0057
chr1	11800000	0.005875
chr1	12000000	0.005435
chr1	12200000	0.004715
chr1	12400000	0.004855
chr1	12600000	0.0067
chr1	12800000	0.00941
chr1	13000000	0.00964
chr1	13200000	0.011985
chr1	13400000	0.00984
chr1	13600000	0.0107
chr1	13800000	0.00756
chr1	14000000	0.00572
chr1	14200000	0.00683
chr1	14400000	0.006425
chr1	14600000	0.005825
chr1	14800000	0.006355
chr1	15000000	0.00688
chr1	15200000	0.005765
chr1	15400000	0.005025
chr1	15600000	0.005635
chr1	15800000	0.007795
chr1	16000000	0.007055
chr1	16200000	0.00902
chr1	16400000	0.00631
chr1	16600000	0.00905
chr1	16800000	0.007705
chr1	17000000	0.006525
chr1	17200000	0.005025
chr1	17400000	0.005385
chr1	17600000	0.00451
chr1	17800000	0.004325
chr1	18000000	0.00738
chr1	18200000	0.004435
chr1	18400000	0.004855
chr1	18600000	0.00559
chr1	18800000	0.00454
chr1	19000000	0.005315
chr1	19200000	0.00891
chr1	19400000	0.005515
chr1	19600000	0.00602
chr1	19800000	0.005565
chr1	20000000	0.00541
chr1	20200000	0.005255
chr1	20400000	0.00652
chr1	20600000	0.00702
chr1	20800000	0.009085
chr1	21000000	0.01139
chr1	21200000	0.00866
chr1	21400000	0.007075
chr1	21600000	0.005885
chr1	21800000	0.004845
chr1	22000000	0.007035
chr1	22200000	0.006265
chr1	22400000	0.00629
chr1	22600000	0.006585
chr1	22800000	0.00618
chr1	23000000	0.00622
chr1	23200000	0.0066
chr1	23400000	0.00864
chr1	23600000	0.00695
chr1	23800000	0.009145
chr1	24000000	0.009295
chr1	24200000	0.009075
chr1	24400000	0.007725
chr1	24600000	0.00884
chr1	24800000	0.00818
chr1	25000000	0.006845
chr1	25200000	0.00706
chr1	25400000	0.00584
chr1	25600000	0.00662
chr1	25800000	0.00589
chr1	26000000	0.0046
chr1	26200000	0.004145
chr1	26400000	0.006565
chr1	26600000	0.004425
chr1	26800000	0.003965
chr1	27000000	0.00428
chr1	27200000	0.006005
chr1	27400000	0.004055
chr1	27600000	0.003565
chr1	27800000	0.00506
chr1	28000000	0.003775
chr1	28200000	0.005475
chr1	28400000	0.004965
chr1	28600000	0.00391
chr1	28800000	0.004325
chr1	29000000	0.004005
chr1	29200000	0.003675
chr1	29400000	0.00437
chr1	29600000	0.00577
chr1	29800000	0.00447
